,0,1,2
0,0.004242770839482546,0.047061044722795486,0.9486961960792542
1,0.00424334267154336,0.047065649181604385,0.9486910700798035
2,0.004243525676429272,0.04706704989075661,0.9486894607543945
3,0.004243876319378614,0.047069717198610306,0.948686420917511
4,0.004244125448167324,0.04707164689898491,0.9486841559410095
5,0.004244569223374128,0.04707516357302666,0.9486802220344543
6,0.004244515206664801,0.047075457870960236,0.9486799836158752
7,0.004244046751409769,0.04707137495279312,0.9486846327781677
8,0.00424503767862916,0.047080375254154205,0.9486746191978455
9,0.004244595766067505,0.04707648232579231,0.9486789107322693
10,0.004239422269165516,0.047034844756126404,0.948725700378418
11,0.00424358993768692,0.047068096697330475,0.9486883878707886
12,0.004242172930389643,0.047056037932634354,0.948701798915863
13,0.004241786897182465,0.04705318063497543,0.9487050175666809
14,0.004241352900862694,0.04705021530389786,0.9487084150314331
15,0.004242220427840948,0.04705670103430748,0.9487011432647705
16,0.004242124501615763,0.047055963426828384,0.9487018585205078
17,0.004241350572556257,0.04704975709319115,0.9487088322639465
18,0.00424156803637743,0.04705163091421127,0.9487068057060242
19,0.0042414492927491665,0.04705073684453964,0.9487077593803406
20,0.004241396673023701,0.0470503568649292,0.9487082362174988
21,0.004241466987878084,0.04705088958144188,0.9487076997756958
22,0.004241517279297113,0.047051262110471725,0.9487072229385376
23,0.004241513554006815,0.04705124720931053,0.9487072229385376
24,0.004241460934281349,0.0470508448779583,0.9487076997756958
25,0.004241478629410267,0.047050975263118744,0.9487075805664062
26,0.00424149027094245,0.04705105721950531,0.9487074613571167
27,0.004241509363055229,0.047051213681697845,0.9487072229385376
28,0.004241501912474632,0.047051142901182175,0.9487073421478271
29,0.0042414977215230465,0.047051116824150085,0.9487073421478271
30,0.0042414977215230465,0.047051116824150085,0.9487073421478271
31,0.00424149027094245,0.04705105721950531,0.9487074613571167
32,0.004241493530571461,0.04705109819769859,0.9487073421478271
33,0.0042414977215230465,0.047051116824150085,0.9487073421478271
34,0.004241493530571461,0.04705109819769859,0.9487073421478271
35,0.004241487942636013,0.04705105721950531,0.9487074613571167
36,0.004241487942636013,0.04705105721950531,0.9487074613571167
37,0.00424149027094245,0.04705105721950531,0.9487074613571167
38,0.004241493996232748,0.047051090747117996,0.9487074613571167
39,0.00424149027094245,0.047051068395376205,0.9487074613571167
40,0.00424149027094245,0.0470510795712471,0.9487074613571167
