,0,1
0,0.3321094512939453,0.6678904891014099
1,0.3355812132358551,0.6644187569618225
2,0.34256935119628906,0.6574306488037109
3,0.36045658588409424,0.6395434141159058
4,0.426401287317276,0.5735986828804016
5,0.3999026417732239,0.6000972986221313
6,0.386686772108078,0.6133131980895996
7,0.3781660497188568,0.6218340396881104
8,0.3720698356628418,0.6279301643371582
9,0.3674408495426178,0.6325591206550598
10,0.3637842535972595,0.6362157464027405
11,0.3608120083808899,0.6391879916191101
12,0.35834264755249023,0.6416573524475098
13,0.3562552034854889,0.643744707107544
14,0.3544655740261078,0.6455344557762146
15,0.35291287302970886,0.6470872163772583
16,0.35155215859413147,0.6484478712081909
17,0.3503493666648865,0.6496505737304688
18,0.34927818179130554,0.6507217884063721
19,0.34831780195236206,0.6516821980476379
20,0.34745168685913086,0.6525483131408691
21,0.34666645526885986,0.6533335447311401
22,0.34595122933387756,0.6540488600730896
23,0.34529685974121094,0.6547031402587891
24,0.34469589591026306,0.6553040742874146
25,0.34414201974868774,0.6558579206466675
26,0.3436298668384552,0.656370222568512
27,0.34315478801727295,0.656845211982727
28,0.34271299839019775,0.6572870016098022
29,0.34230101108551025,0.6576989889144897
30,0.34191587567329407,0.6580840945243835
31,0.3415551483631134,0.6584449410438538
32,0.34121644496917725,0.6587835550308228
33,0.34089788794517517,0.6591021418571472
34,0.34059762954711914,0.6594023704528809
35,0.34031420946121216,0.6596857905387878
36,0.3400462567806244,0.6599537134170532
37,0.3397924602031708,0.6602075695991516
38,0.33955177664756775,0.6604482531547546
39,0.3393231928348541,0.6606767773628235
