,0,1
0,0.3036748766899109,0.6963251233100891
1,0.3036695122718811,0.6963304877281189
2,0.3036385178565979,0.6963614225387573
3,0.30340084433555603,0.6965991854667664
4,0.30519455671310425,0.694805383682251
5,0.30174893140792847,0.6982510685920715
6,0.3023327589035034,0.6976672410964966
7,0.3029596209526062,0.6970403790473938
8,0.3030058443546295,0.6969941854476929
9,0.30316224694252014,0.6968377232551575
10,0.3032822906970978,0.6967176795005798
11,0.30334460735321045,0.6966554522514343
12,0.30372175574302673,0.6962782144546509
13,0.3035145699977875,0.6964854598045349
14,0.30348214507102966,0.696517825126648
15,0.30350786447525024,0.696492075920105
16,0.3035324215888977,0.6964675784111023
17,0.30368104577064514,0.6963189244270325
18,0.30367645621299744,0.6963235139846802
19,0.30357474088668823,0.6964252591133118
20,0.30359503626823425,0.6964050531387329
21,0.3036762773990631,0.6963236927986145
22,0.30368661880493164,0.6963133811950684
23,0.30360686779022217,0.6963931918144226
24,0.30361828207969666,0.6963817477226257
25,0.3036222457885742,0.6963778138160706
26,0.30363237857818604,0.6963676810264587
27,0.3036246597766876,0.69637531042099
28,0.30368149280548096,0.6963185667991638
29,0.30367588996887207,0.6963241100311279
30,0.3036350905895233,0.6963648796081543
31,0.30368006229400635,0.6963199377059937
32,0.3036765158176422,0.6963235139846802
33,0.3036474287509918,0.6963526010513306
34,0.30364349484443665,0.6963565349578857
35,0.3036479651927948,0.6963520050048828
36,0.3036739230155945,0.6963261365890503
37,0.30365103483200073,0.6963489651679993
38,0.30365392565727234,0.6963460445404053
39,0.30365318059921265,0.6963468790054321
